tournament,stage,match_type,match_name,map,player,team,agents,rating,acs,kills,deaths,assists,kd,kast,adr,hs,fk,fd,fkd,side,k2,k3,k4,k5,v1,v2,v3,v4,v5,econ,plants,defuses,won,score,opp_score,role
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,eeiu,FURIA,fade,1.7,266.0,17.0,6.0,6.0,11.0,81.0,165.0,18.0,1.0,2.0,-1.0,both,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,1,13,3,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,eeiu,FURIA,fade,2.05,321.0,15.0,4.0,6.0,11.0,83.0,199.0,18.0,1.0,1.0,0.0,attack,,,,,,,,,,,,,1,13,3,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,eeiu,FURIA,fade,0.65,101.0,2.0,2.0,0.0,0.0,75.0,62.0,17.0,0.0,1.0,-1.0,defend,,,,,,,,,,,,,1,13,3,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,alym,FURIA,waylay,1.3,265.0,15.0,10.0,3.0,5.0,88.0,182.0,29.0,3.0,1.0,2.0,both,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,1,13,3,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,alym,FURIA,waylay,1.0,261.0,11.0,10.0,2.0,1.0,83.0,177.0,23.0,2.0,1.0,1.0,attack,,,,,,,,,,,,,1,13,3,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,alym,FURIA,waylay,2.17,279.0,4.0,0.0,1.0,4.0,100.0,196.0,60.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,1,13,3,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,artzin,FURIA,omen,1.22,172.0,11.0,7.0,9.0,4.0,88.0,104.0,19.0,0.0,0.0,0.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,1,13,3,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,artzin,FURIA,omen,1.16,148.0,7.0,5.0,7.0,2.0,83.0,83.0,17.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,1,13,3,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,artzin,FURIA,omen,1.41,245.0,4.0,2.0,2.0,2.0,100.0,167.0,23.0,0.0,0.0,0.0,defend,,,,,,,,,,,,,1,13,3,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,koalanoob,FURIA,yoru,0.93,189.0,11.0,10.0,3.0,1.0,75.0,147.0,21.0,4.0,3.0,1.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,1.0,1,13,3,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,koalanoob,FURIA,yoru,0.4,116.0,5.0,9.0,2.0,-4.0,67.0,94.0,13.0,2.0,3.0,-1.0,attack,,,,,,,,,,,,,1,13,3,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,koalanoob,FURIA,yoru,2.53,409.0,6.0,1.0,1.0,5.0,100.0,308.0,33.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,1,13,3,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,nerve,FURIA,viper,0.92,195.0,12.0,12.0,5.0,0.0,75.0,110.0,14.0,1.0,1.0,0.0,both,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,0.0,1,13,3,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,nerve,FURIA,viper,0.86,175.0,8.0,9.0,3.0,-1.0,67.0,102.0,28.0,1.0,1.0,0.0,attack,,,,,,,,,,,,,1,13,3,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,nerve,FURIA,viper,1.09,257.0,4.0,3.0,2.0,1.0,100.0,134.0,4.0,0.0,0.0,0.0,defend,,,,,,,,,,,,,1,13,3,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,jawgemo,G2 Esports,waylay,1.37,220.0,12.0,11.0,5.0,1.0,75.0,150.0,23.0,4.0,2.0,2.0,both,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,1.0,0,3,13,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,jawgemo,G2 Esports,waylay,0.14,90.0,1.0,4.0,1.0,-3.0,50.0,58.0,11.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,0,3,13,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,jawgemo,G2 Esports,waylay,1.78,264.0,11.0,7.0,4.0,4.0,83.0,180.0,26.0,4.0,1.0,3.0,defend,,,,,,,,,,,,,0,3,13,duelist
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,valyn,G2 Esports,omen,0.95,238.0,12.0,14.0,7.0,-2.0,81.0,143.0,21.0,1.0,1.0,0.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0,3,13,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,valyn,G2 Esports,omen,0.38,99.0,1.0,4.0,3.0,-3.0,75.0,49.0,17.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,3,13,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,valyn,G2 Esports,omen,1.14,286.0,11.0,10.0,4.0,1.0,83.0,174.0,21.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,0,3,13,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,leaf,G2 Esports,breach,0.74,177.0,9.0,14.0,4.0,-5.0,63.0,117.0,12.0,2.0,1.0,1.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0,3,13,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,leaf,G2 Esports,breach,0.5,146.0,2.0,4.0,0.0,-2.0,25.0,67.0,20.0,1.0,1.0,0.0,attack,,,,,,,,,,,,,0,3,13,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,leaf,G2 Esports,breach,0.82,189.0,7.0,10.0,4.0,-3.0,75.0,134.0,11.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,3,13,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,trent,G2 Esports,fade,0.56,114.0,5.0,13.0,3.0,-8.0,69.0,85.0,24.0,0.0,2.0,-2.0,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0,3,13,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,trent,G2 Esports,fade,0.64,144.0,2.0,4.0,0.0,-2.0,50.0,105.0,33.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,3,13,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,trent,G2 Esports,fade,0.53,105.0,3.0,9.0,3.0,-6.0,75.0,79.0,19.0,0.0,2.0,-2.0,defend,,,,,,,,,,,,,0,3,13,initiator
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,BABYBAY,G2 Esports,viper,0.45,153.0,7.0,14.0,4.0,-7.0,63.0,99.0,10.0,0.0,3.0,-3.0,both,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1.0,0,3,13,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,BABYBAY,G2 Esports,viper,0.44,183.0,2.0,4.0,1.0,-2.0,50.0,122.0,13.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,0,3,13,controller
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,BABYBAY,G2 Esports,viper,0.45,144.0,5.0,10.0,3.0,-5.0,67.0,92.0,10.0,0.0,2.0,-2.0,defend,,,,,,,,,,,,,0,3,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Darker,LOUD,viper,1.2,288.0,18.0,15.0,4.0,3.0,78.0,167.0,29.0,3.0,2.0,1.0,both,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,0.0,0,5,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Darker,LOUD,viper,1.14,297.0,12.0,10.0,1.0,2.0,67.0,170.0,29.0,2.0,2.0,0.0,attack,,,,,,,,,,,,,0,5,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Darker,LOUD,viper,1.33,272.0,6.0,5.0,3.0,1.0,100.0,161.0,29.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,5,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,lukxo,LOUD,killjoy,1.03,224.0,13.0,15.0,2.0,-2.0,72.0,160.0,23.0,1.0,3.0,-2.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0,5,13,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,lukxo,LOUD,killjoy,0.83,199.0,7.0,11.0,1.0,-4.0,58.0,155.0,26.0,0.0,3.0,-3.0,attack,,,,,,,,,,,,,0,5,13,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,lukxo,LOUD,killjoy,1.43,275.0,6.0,4.0,1.0,2.0,100.0,168.0,19.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,5,13,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,pANcada,LOUD,omen,0.76,165.0,9.0,16.0,7.0,-7.0,83.0,115.0,29.0,2.0,0.0,2.0,both,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0,5,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,pANcada,LOUD,omen,0.75,145.0,5.0,10.0,4.0,-5.0,75.0,111.0,32.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,0,5,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,pANcada,LOUD,omen,0.79,209.0,4.0,6.0,3.0,-2.0,100.0,123.0,23.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,5,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,cauanzin,LOUD,sova,0.64,127.0,8.0,15.0,6.0,-7.0,78.0,85.0,23.0,0.0,1.0,-1.0,both,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,0.0,0,5,13,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,cauanzin,LOUD,sova,0.54,114.0,4.0,10.0,3.0,-6.0,67.0,84.0,15.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,5,13,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,cauanzin,LOUD,sova,0.86,155.0,4.0,5.0,3.0,-1.0,100.0,87.0,40.0,0.0,1.0,-1.0,defend,,,,,,,,,,,,,0,5,13,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Virtyy,LOUD,neon,0.33,99.0,6.0,15.0,2.0,-9.0,61.0,64.0,14.0,1.0,5.0,-4.0,both,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0,5,13,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Virtyy,LOUD,neon,0.13,74.0,3.0,11.0,1.0,-8.0,58.0,48.0,18.0,1.0,3.0,-2.0,attack,,,,,,,,,,,,,0,5,13,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Virtyy,LOUD,neon,0.72,151.0,3.0,4.0,1.0,-1.0,67.0,96.0,10.0,0.0,2.0,-2.0,defend,,,,,,,,,,,,,0,5,13,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,C0M,Evil Geniuses,sova,1.5,255.0,17.0,9.0,6.0,8.0,89.0,181.0,32.0,3.0,1.0,2.0,both,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,85.0,2.0,1.0,1,13,5,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,C0M,Evil Geniuses,sova,1.54,272.0,6.0,3.0,1.0,3.0,83.0,163.0,44.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,1,13,5,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,C0M,Evil Geniuses,sova,1.48,247.0,11.0,6.0,5.0,5.0,92.0,190.0,28.0,2.0,1.0,1.0,defend,,,,,,,,,,,,,1,13,5,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,dgzin,Evil Geniuses,neon,1.29,242.0,16.0,10.0,2.0,6.0,83.0,143.0,16.0,5.0,3.0,2.0,both,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2.0,1,13,5,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,dgzin,Evil Geniuses,neon,0.98,285.0,6.0,5.0,1.0,1.0,67.0,172.0,25.0,2.0,2.0,0.0,attack,,,,,,,,,,,,,1,13,5,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,dgzin,Evil Geniuses,neon,1.44,221.0,10.0,5.0,1.0,5.0,92.0,128.0,6.0,3.0,1.0,2.0,defend,,,,,,,,,,,,,1,13,5,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,supamen,Evil Geniuses,viper,1.23,249.0,16.0,11.0,2.0,5.0,67.0,160.0,37.0,1.0,1.0,0.0,both,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,2.0,1,13,5,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,supamen,Evil Geniuses,viper,1.36,327.0,7.0,5.0,0.0,2.0,67.0,232.0,39.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,1,13,5,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,supamen,Evil Geniuses,viper,1.16,210.0,9.0,6.0,2.0,3.0,67.0,125.0,35.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,1,13,5,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Okeanos,Evil Geniuses,omen,1.1,212.0,14.0,11.0,9.0,3.0,78.0,120.0,39.0,1.0,1.0,0.0,both,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,1.0,1.0,1,13,5,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Okeanos,Evil Geniuses,omen,0.04,95.0,2.0,6.0,3.0,-4.0,67.0,39.0,10.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,1,13,5,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,Okeanos,Evil Geniuses,omen,1.64,272.0,12.0,5.0,6.0,7.0,83.0,160.0,52.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,1,13,5,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,bao,Evil Geniuses,killjoy,0.82,184.0,13.0,13.0,3.0,0.0,72.0,125.0,25.0,1.0,1.0,0.0,both,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,1,13,5,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,bao,Evil Geniuses,killjoy,0.78,109.0,3.0,4.0,1.0,-1.0,67.0,71.0,29.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,1,13,5,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,bao,Evil Geniuses,killjoy,0.84,222.0,10.0,9.0,2.0,1.0,75.0,152.0,25.0,1.0,1.0,0.0,defend,,,,,,,,,,,,,1,13,5,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,lukxo,LOUD,chamber,1.41,245.0,23.0,12.0,2.0,11.0,77.0,174.0,36.0,4.0,6.0,-2.0,both,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,0,12,14,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,lukxo,LOUD,chamber,1.41,287.0,13.0,8.0,1.0,5.0,69.0,194.0,33.0,2.0,4.0,-2.0,attack,,,,,,,,,,,,,0,12,14,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,lukxo,LOUD,chamber,1.4,205.0,10.0,4.0,1.0,6.0,85.0,154.0,42.0,2.0,2.0,0.0,defend,,,,,,,,,,,,,0,12,14,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,pANcada,LOUD,astra,1.03,169.0,14.0,15.0,8.0,-1.0,85.0,123.0,23.0,2.0,0.0,2.0,both,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0,12,14,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,pANcada,LOUD,astra,0.96,161.0,7.0,9.0,5.0,-2.0,92.0,114.0,35.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,0,12,14,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,pANcada,LOUD,astra,1.09,179.0,7.0,6.0,3.0,1.0,77.0,133.0,17.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,0,12,14,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Darker,LOUD,kayo,1.01,193.0,18.0,19.0,13.0,-1.0,65.0,113.0,18.0,2.0,1.0,1.0,both,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,4.0,4.0,0,12,14,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Darker,LOUD,kayo,0.8,174.0,8.0,11.0,8.0,-3.0,69.0,103.0,18.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,12,14,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Darker,LOUD,kayo,1.21,212.0,10.0,8.0,5.0,2.0,62.0,123.0,17.0,2.0,1.0,1.0,defend,,,,,,,,,,,,,0,12,14,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,cauanzin,LOUD,sova,0.98,192.0,17.0,17.0,8.0,0.0,77.0,120.0,27.0,3.0,3.0,0.0,both,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,1.0,0,12,14,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,cauanzin,LOUD,sova,1.16,227.0,10.0,8.0,4.0,2.0,92.0,137.0,28.0,1.0,2.0,-1.0,attack,,,,,,,,,,,,,0,12,14,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,cauanzin,LOUD,sova,0.8,158.0,7.0,9.0,4.0,-2.0,62.0,103.0,26.0,2.0,1.0,1.0,defend,,,,,,,,,,,,,0,12,14,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Virtyy,LOUD,waylay,0.8,183.0,18.0,19.0,4.0,-1.0,69.0,110.0,19.0,1.0,4.0,-3.0,both,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0,0,12,14,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Virtyy,LOUD,waylay,0.64,134.0,7.0,10.0,1.0,-3.0,77.0,84.0,13.0,1.0,2.0,-1.0,attack,,,,,,,,,,,,,0,12,14,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Virtyy,LOUD,waylay,0.96,234.0,11.0,9.0,3.0,2.0,62.0,135.0,28.0,0.0,2.0,-2.0,defend,,,,,,,,,,,,,0,12,14,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,supamen,Evil Geniuses,astra,1.37,242.0,22.0,15.0,10.0,7.0,69.0,155.0,52.0,2.0,0.0,2.0,both,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,3.0,1.0,1,14,12,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,supamen,Evil Geniuses,astra,1.84,273.0,14.0,6.0,1.0,8.0,77.0,191.0,72.0,1.0,0.0,1.0,attack,,,,,,,,,,,,,1,14,12,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,supamen,Evil Geniuses,astra,0.91,213.0,8.0,9.0,9.0,-1.0,62.0,119.0,38.0,1.0,0.0,1.0,defend,,,,,,,,,,,,,1,14,12,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,dgzin,Evil Geniuses,yoru,1.11,266.0,23.0,19.0,2.0,4.0,73.0,157.0,36.0,7.0,3.0,4.0,both,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0,1,14,12,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,dgzin,Evil Geniuses,yoru,1.39,266.0,14.0,9.0,1.0,5.0,69.0,189.0,36.0,3.0,2.0,1.0,attack,,,,,,,,,,,,,1,14,12,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,dgzin,Evil Geniuses,yoru,0.83,266.0,9.0,10.0,1.0,-1.0,77.0,125.0,35.0,4.0,1.0,3.0,defend,,,,,,,,,,,,,1,14,12,duelist
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,bao,Evil Geniuses,veto,0.87,191.0,17.0,21.0,2.0,-4.0,65.0,125.0,40.0,4.0,1.0,3.0,both,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1,14,12,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,bao,Evil Geniuses,veto,0.44,122.0,5.0,11.0,0.0,-6.0,46.0,74.0,67.0,2.0,1.0,1.0,attack,,,,,,,,,,,,,1,14,12,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,bao,Evil Geniuses,veto,1.3,261.0,12.0,10.0,2.0,2.0,85.0,176.0,33.0,2.0,0.0,2.0,defend,,,,,,,,,,,,,1,14,12,sentinel
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Okeanos,Evil Geniuses,breach,0.73,130.0,12.0,17.0,10.0,-5.0,65.0,73.0,32.0,0.0,3.0,-3.0,both,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,1.0,1,14,12,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Okeanos,Evil Geniuses,breach,0.45,79.0,3.0,9.0,4.0,-6.0,62.0,46.0,23.0,0.0,1.0,-1.0,attack,,,,,,,,,,,,,1,14,12,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,Okeanos,Evil Geniuses,breach,1.02,183.0,9.0,8.0,6.0,1.0,69.0,99.0,39.0,0.0,2.0,-2.0,defend,,,,,,,,,,,,,1,14,12,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,C0M,Evil Geniuses,sova,0.61,92.0,8.0,18.0,6.0,-10.0,58.0,76.0,32.0,1.0,5.0,-4.0,both,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,1.0,1,14,12,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,C0M,Evil Geniuses,sova,0.2,9.0,0.0,10.0,3.0,-10.0,46.0,28.0,17.0,0.0,3.0,-3.0,attack,,,,,,,,,,,,,1,14,12,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,C0M,Evil Geniuses,sova,1.03,175.0,8.0,8.0,3.0,0.0,69.0,125.0,36.0,1.0,2.0,-1.0,defend,,,,,,,,,,,,,1,14,12,initiator
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,NagZ,KRÜ Esports,viper,1.08,204.0,13.0,13.0,1.0,0.0,53.0,116.0,35.0,0.0,0.0,0.0,both,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0,4,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,NagZ,KRÜ Esports,viper,1.08,179.0,8.0,9.0,1.0,-1.0,50.0,101.0,32.0,0.0,0.0,0.0,attack,,,,,,,,,,,,,0,4,13,controller
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,NagZ,KRÜ Esports,viper,1.08,267.0,5.0,4.0,0.0,1.0,60.0,153.0,42.0,0.0,0.0,0.0,defend,,,,,,,,,,,,,0,4,13,controller
